State Id,Program Title,ServiceCode,ServiceTitle,ActualStartDate,ActualEndDate,CompletionStatus,ServiceProviderName,CourseName,CredentialType 1,CredentialDate 1,CredentialType 2,CredentialDate 2,ExitReason,ExitDate,Q0 -Wages at Exit,EmploymentStartDate,EmpName,EmpCity,EmpStateCD,JobTitle,HoursPerWeek,PlacementHourWage,MedicalBenefits,OtherBenefits,TrainRelatedEmp,NonTraditionalEmp,NAICSCode,QTR1A Exit,QTR2A Exit,QTR3A Exit,Year,OfficeName,JobOrderNo.,Q0 -Wages at Exit 
23658,DC Infrastructure Academy,138,Career Counseling,5/31/2018,5/31/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,4/18/2020,0.0,12/30/2018,"MORAN FOODS, INC/ SAVE-A-LOT",0,0,Store Clerk,40,11.5,1,1,9,0,0,0,0,0,2018,0,0.0,0.0
23658,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/18/2018,11/1/2018,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,0,0,0,0,Successful Completion Employed,4/18/2020,0.0,12/30/2018,"MORAN FOODS, INC/ SAVE-A-LOT",0,0,Store Clerk,40,11.5,1,1,9,0,0,0,0,0,2018,0,0.0,0.0
23658,DC Infrastructure Academy,608,1K Opportunities,6/25/2018,6/25/2018,Successful Completion,0,0,0,0,0,0,Successful Completion Employed,4/18/2020,0.0,12/30/2018,"MORAN FOODS, INC/ SAVE-A-LOT",0,0,Store Clerk,40,11.5,1,1,9,0,0,0,0,0,2018,0,0.0,0.0
175819,DC Infrastructure Academy,101,Orientation,5/31/2018,5/31/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,11/12/2019,0.0,11/12/2019,Washington Metropolitan Area Transit Authority (WMATA),Washington,DC,BUS OPERATOR,40,20.27,1,1,9,0,485111,0,0,0,2018,0,0.0,0.0
175819,DC Infrastructure Academy,102,Initial Assessment,5/31/2018,5/31/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,11/12/2019,0.0,11/12/2019,Washington Metropolitan Area Transit Authority (WMATA),Washington,DC,BUS OPERATOR,40,20.27,1,1,9,0,485111,0,0,0,2018,0,0.0,0.0
175819,DC Infrastructure Academy,138,Career Counseling,5/31/2018,5/31/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,11/12/2019,0.0,11/12/2019,Washington Metropolitan Area Transit Authority (WMATA),Washington,DC,BUS OPERATOR,40,20.27,1,1,9,0,485111,0,0,0,2018,0,0.0,0.0
175819,DC Infrastructure Academy,237,Submission of Local Training Package,6/1/2018,3/26/2019,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,11/12/2019,0.0,11/12/2019,Washington Metropolitan Area Transit Authority (WMATA),Washington,DC,BUS OPERATOR,40,20.27,1,1,9,0,485111,0,0,0,2018,0,0.0,0.0
175819,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/12/2018,3/26/2019,Successful Completion,Department of Public Works,Quick Path to Transportation (CDL),0,0,0,0,Successful Completion Employed,11/12/2019,0.0,11/12/2019,Washington Metropolitan Area Transit Authority (WMATA),Washington,DC,BUS OPERATOR,40,20.27,1,1,9,0,485111,0,0,0,2018,0,0.0,0.0
175819,DC Infrastructure Academy,608,1K Opportunities,7/9/2018,3/26/2019,Successful Completion,0,0,0,0,0,0,Successful Completion Employed,11/12/2019,0.0,11/12/2019,Washington Metropolitan Area Transit Authority (WMATA),Washington,DC,BUS OPERATOR,40,20.27,1,1,9,0,485111,0,0,0,2018,0,0.0,0.0
134662,DC Infrastructure Academy,101,Orientation,6/6/2018,6/6/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,9/12/2018,0.0,9/12/2018,Accupermit LLC,0,0,Traffic Control Services,50,16,0,0,9,0,0,0,0,0,2018,0,0.0,0.0
134662,DC Infrastructure Academy,102,Initial Assessment,6/6/2018,6/6/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,9/12/2018,0.0,9/12/2018,Accupermit LLC,0,0,Traffic Control Services,50,16,0,0,9,0,0,0,0,0,2018,0,0.0,0.0
134662,DC Infrastructure Academy,138,Career Counseling,6/6/2018,6/6/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,9/12/2018,0.0,9/12/2018,Accupermit LLC,0,0,Traffic Control Services,50,16,0,0,9,0,0,0,0,0,2018,0,0.0,0.0
134662,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/16/2018,7/17/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,0,0,0,0,Successful Completion Employed,9/12/2018,0.0,9/12/2018,Accupermit LLC,0,0,Traffic Control Services,50,16,0,0,9,0,0,0,0,0,2018,0,0.0,0.0
134662,DC Infrastructure Academy,608,1K Opportunities,7/16/2018,7/17/2018,Successful Completion,0,0,0,0,0,0,Successful Completion Employed,9/12/2018,0.0,9/12/2018,Accupermit LLC,0,0,Traffic Control Services,50,16,0,0,9,0,0,0,0,0,2018,0,0.0,0.0
134662,DC Infrastructure Academy,237,Submission of Local Training Package,6/12/2018,7/23/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,9/12/2018,0.0,9/12/2018,Accupermit LLC,0,0,Traffic Control Services,50,16,0,0,9,0,0,0,0,0,2018,0,0.0,0.0
134662,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/23/2018,3/26/2019,Successful Completion,Department of Public Works,Quick Path to Transportation (CDL),0,0,0,0,Successful Completion Employed,9/12/2018,0.0,9/12/2018,Accupermit LLC,0,0,Traffic Control Services,50,16,0,0,9,0,0,0,0,0,2018,0,0.0,0.0
134662,DC Infrastructure Academy,608,1K Opportunities,7/23/2018,3/26/2019,Successful Completion,0,0,0,0,0,0,Successful Completion Employed,9/12/2018,0.0,9/12/2018,Accupermit LLC,0,0,Traffic Control Services,50,16,0,0,9,0,0,0,0,0,2018,0,0.0,0.0
134662,DC Infrastructure Academy,893,Unsubsidized Employment,9/12/2018,9/12/2018,Successful Completion,0,0,0,0,0,0,Successful Completion Employed,9/12/2018,0.0,9/12/2018,Accupermit LLC,0,0,Traffic Control Services,50,16,0,0,9,0,0,0,0,0,2018,0,0.0,0.0
5859,DC Infrastructure Academy,101,Orientation,6/4/2018,6/6/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,2/26/2020,0.0,7/8/2019,DC Department of Transportation,Washington,DC,Intern,40,18.64,0,0,9,0,926120,0,0,0,2018,0,0.0,0.0
5859,DC Infrastructure Academy,102,Initial Assessment,6/4/2018,6/4/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,2/26/2020,0.0,7/8/2019,DC Department of Transportation,Washington,DC,Intern,40,18.64,0,0,9,0,926120,0,0,0,2018,0,0.0,0.0
5859,DC Infrastructure Academy,102,Initial Assessment,6/6/2018,6/6/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,2/26/2020,0.0,7/8/2019,DC Department of Transportation,Washington,DC,Intern,40,18.64,0,0,9,0,926120,0,0,0,2018,0,0.0,0.0
5859,DC Infrastructure Academy,138,Career Counseling,6/4/2018,6/4/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,2/26/2020,0.0,7/8/2019,DC Department of Transportation,Washington,DC,Intern,40,18.64,0,0,9,0,926120,0,0,0,2018,0,0.0,0.0
5859,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/18/2018,3/26/2019,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,0,0,0,0,Successful Completion Employed,2/26/2020,0.0,7/8/2019,DC Department of Transportation,Washington,DC,Intern,40,18.64,0,0,9,0,926120,0,0,0,2018,0,0.0,0.0
5859,DC Infrastructure Academy,608,1K Opportunities,6/25/2018,3/26/2019,Successful Completion,0,0,0,0,0,0,Successful Completion Employed,2/26/2020,0.0,7/8/2019,DC Department of Transportation,Washington,DC,Intern,40,18.64,0,0,9,0,926120,0,0,0,2018,0,0.0,0.0
223798,DC Infrastructure Academy,101,Orientation,6/5/2018,6/5/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,4,7/23/2019,5,10/11/2019,Successful Completion Employed,11/4/2019,0.0,11/4/2019,Toni Thomas Assoc Inc,Washington,DC,Instructor,40,22,1,1,9,0,999990,0,0,0,2018,0,0.0,0.0
223798,DC Infrastructure Academy,102,Initial Assessment,6/5/2018,6/5/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,4,7/23/2019,5,10/11/2019,Successful Completion Employed,11/4/2019,0.0,11/4/2019,Toni Thomas Assoc Inc,Washington,DC,Instructor,40,22,1,1,9,0,999990,0,0,0,2018,0,0.0,0.0
223798,DC Infrastructure Academy,138,Career Counseling,6/5/2018,6/5/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,4,7/23/2019,5,10/11/2019,Successful Completion Employed,11/4/2019,0.0,11/4/2019,Toni Thomas Assoc Inc,Washington,DC,Instructor,40,22,1,1,9,0,999990,0,0,0,2018,0,0.0,0.0
223798,DC Infrastructure Academy,237,Submission of Local Training Package,6/7/2018,7/31/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,4,7/23/2019,5,10/11/2019,Successful Completion Employed,11/4/2019,0.0,11/4/2019,Toni Thomas Assoc Inc,Washington,DC,Instructor,40,22,1,1,9,0,999990,0,0,0,2018,0,0.0,0.0
324329,DC Infrastructure Academy,138,Career Counseling,6/6/2018,6/6/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,8/6/2018,0.0,8/6/2018,Brundage Bone & Blanchet LLC,Laurel,MD,CDL-B concrete pump truck driv,40,20,1,1,9,0,238110,0,0,0,2018,0,0.0,0.0
324329,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/18/2018,6/18/2018,Unsuccessful Completion - Failed to Report,University of the District of Columbia (UDC),Quick Path to Energy,0,0,0,0,Successful Completion Employed,8/6/2018,0.0,8/6/2018,Brundage Bone & Blanchet LLC,Laurel,MD,CDL-B concrete pump truck driv,40,20,1,1,9,0,238110,0,0,0,2018,0,0.0,0.0
324329,DC Infrastructure Academy,893,Unsubsidized Employment,8/6/2018,8/6/2018,Successful Completion,0,0,0,0,0,0,Successful Completion Employed,8/6/2018,0.0,8/6/2018,Brundage Bone & Blanchet LLC,Laurel,MD,CDL-B concrete pump truck driv,40,20,1,1,9,0,238110,0,0,0,2018,0,0.0,0.0
324329,DC Infrastructure Academy,101,Orientation,6/5/2018,6/5/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,8/6/2018,0.0,8/6/2018,Brundage Bone & Blanchet LLC,Laurel,MD,CDL-B concrete pump truck driv,40,20,1,1,9,0,238110,0,0,0,2018,0,0.0,0.0
324329,DC Infrastructure Academy,102,Initial Assessment,6/5/2018,6/5/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,8/6/2018,0.0,8/6/2018,Brundage Bone & Blanchet LLC,Laurel,MD,CDL-B concrete pump truck driv,40,20,1,1,9,0,238110,0,0,0,2018,0,0.0,0.0
152452,DC Infrastructure Academy,101,Orientation,6/5/2018,6/5/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,10/9/2019,0.0,8/19/2018,Hillis-Carnes Engrng Assoc Inc,Annapolis Junction,MD,Laborer,40,17,0,0,9,0,541330,0,0,0,2018,0,0.0,0.0
152452,DC Infrastructure Academy,102,Initial Assessment,6/5/2018,6/5/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,10/9/2019,0.0,8/19/2018,Hillis-Carnes Engrng Assoc Inc,Annapolis Junction,MD,Laborer,40,17,0,0,9,0,541330,0,0,0,2018,0,0.0,0.0
152452,DC Infrastructure Academy,138,Career Counseling,6/5/2018,6/5/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,10/9/2019,0.0,8/19/2018,Hillis-Carnes Engrng Assoc Inc,Annapolis Junction,MD,Laborer,40,17,0,0,9,0,541330,0,0,0,2018,0,0.0,0.0
152452,DC Infrastructure Academy,237,Submission of Local Training Package,6/14/2018,7/23/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,10/9/2019,0.0,8/19/2018,Hillis-Carnes Engrng Assoc Inc,Annapolis Junction,MD,Laborer,40,17,0,0,9,0,541330,0,0,0,2018,0,0.0,0.0
152452,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/23/2018,3/26/2019,Successful Completion,Department of Public Works,Quick Path to Transportation (CDL),0,0,0,0,Successful Completion Employed,10/9/2019,0.0,8/19/2018,Hillis-Carnes Engrng Assoc Inc,Annapolis Junction,MD,Laborer,40,17,0,0,9,0,541330,0,0,0,2018,0,0.0,0.0
152452,DC Infrastructure Academy,608,1K Opportunities,7/23/2018,3/26/2019,Successful Completion,0,0,0,0,0,0,Successful Completion Employed,10/9/2019,0.0,8/19/2018,Hillis-Carnes Engrng Assoc Inc,Annapolis Junction,MD,Laborer,40,17,0,0,9,0,541330,0,0,0,2018,0,0.0,0.0
2181,DC Infrastructure Academy,101,Orientation,6/7/2018,6/7/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,8/2/2019,0,0,Successful Completion Employed,5/20/2019,0.0,5/20/2019,Frank Crum,0,0,Driver,40,18,0,0,9,0,0,0,0,0,2018,0,0.0,0.0
2181,DC Infrastructure Academy,102,Initial Assessment,6/7/2018,6/7/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,8/2/2019,0,0,Successful Completion Employed,5/20/2019,0.0,5/20/2019,Frank Crum,0,0,Driver,40,18,0,0,9,0,0,0,0,0,2018,0,0.0,0.0
2181,DC Infrastructure Academy,138,Career Counseling,6/7/2018,6/7/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,8/2/2019,0,0,Successful Completion Employed,5/20/2019,0.0,5/20/2019,Frank Crum,0,0,Driver,40,18,0,0,9,0,0,0,0,0,2018,0,0.0,0.0
2181,DC Infrastructure Academy,237,Submission of Local Training Package,6/8/2018,6/8/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,8/2/2019,0,0,Successful Completion Employed,5/20/2019,0.0,5/20/2019,Frank Crum,0,0,Driver,40,18,0,0,9,0,0,0,0,0,2018,0,0.0,0.0
113438,DC Infrastructure Academy,101,Orientation,6/7/2018,6/7/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,10/9/2019,0.0,2/18/2019,Old Town Trolley Tours,Washington,DC,Tour Driver,40,22,0,0,9,0,487990,0,0,0,2018,0,0.0,0.0
113438,DC Infrastructure Academy,102,Initial Assessment,6/7/2018,6/7/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,10/9/2019,0.0,2/18/2019,Old Town Trolley Tours,Washington,DC,Tour Driver,40,22,0,0,9,0,487990,0,0,0,2018,0,0.0,0.0
113438,DC Infrastructure Academy,138,Career Counseling,6/7/2018,6/7/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,10/9/2019,0.0,2/18/2019,Old Town Trolley Tours,Washington,DC,Tour Driver,40,22,0,0,9,0,487990,0,0,0,2018,0,0.0,0.0
113438,DC Infrastructure Academy,237,Submission of Local Training Package,6/8/2018,10/26/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,10/9/2019,0.0,2/18/2019,Old Town Trolley Tours,Washington,DC,Tour Driver,40,22,0,0,9,0,487990,0,0,0,2018,0,0.0,0.0
113438,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/12/2018,10/26/2018,Successful Completion,Department of Public Works,Quick Path to Transportation (CDL),0,0,0,0,Successful Completion Employed,10/9/2019,0.0,2/18/2019,Old Town Trolley Tours,Washington,DC,Tour Driver,40,22,0,0,9,0,487990,0,0,0,2018,0,0.0,0.0
113438,DC Infrastructure Academy,608,1K Opportunities,7/9/2018,10/26/2018,Successful Completion,0,0,0,0,0,0,Successful Completion Employed,10/9/2019,0.0,2/18/2019,Old Town Trolley Tours,Washington,DC,Tour Driver,40,22,0,0,9,0,487990,0,0,0,2018,0,0.0,0.0
98506,DC Infrastructure Academy,101,Orientation,6/20/2018,6/20/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,1/15/2019,0.0,1/15/2019,Grid Alternatives,Washington,DC,Solar Installer,40,15,0,0,9,0,624410,0,0,0,2018,0,0.0,0.0
98506,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/16/2018,7/17/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,0,0,0,0,Successful Completion Employed,1/15/2019,0.0,1/15/2019,Grid Alternatives,Washington,DC,Solar Installer,40,15,0,0,9,0,624410,0,0,0,2018,0,0.0,0.0
98506,DC Infrastructure Academy,608,1K Opportunities,7/16/2018,7/17/2018,Successful Completion,0,0,0,0,0,0,Successful Completion Employed,1/15/2019,0.0,1/15/2019,Grid Alternatives,Washington,DC,Solar Installer,40,15,0,0,9,0,624410,0,0,0,2018,0,0.0,0.0
98506,DC Infrastructure Academy,101,Orientation,9/4/2018,9/4/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,1/15/2019,0.0,1/15/2019,Grid Alternatives,Washington,DC,Solar Installer,40,15,0,0,9,0,624410,0,0,0,2018,0,0.0,0.0
98506,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/11/2018,1/15/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,0,0,0,0,Successful Completion Employed,1/15/2019,0.0,1/15/2019,Grid Alternatives,Washington,DC,Solar Installer,40,15,0,0,9,0,624410,0,0,0,2018,0,0.0,0.0
98506,DC Infrastructure Academy,102,Initial Assessment,6/7/2018,6/7/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,1/15/2019,0.0,1/15/2019,Grid Alternatives,Washington,DC,Solar Installer,40,15,0,0,9,0,624410,0,0,0,2018,0,0.0,0.0
286078,DC Infrastructure Academy,101,Orientation,6/8/2018,6/8/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,10/9/2019,0.0,6/20/2019,Lane Construction Corp,Alexandria,VA,Laborer,40,30,0,0,9,0,236115,0,0,0,2018,0,0.0,0.0
286078,DC Infrastructure Academy,102,Initial Assessment,6/8/2018,6/8/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,10/9/2019,0.0,6/20/2019,Lane Construction Corp,Alexandria,VA,Laborer,40,30,0,0,9,0,236115,0,0,0,2018,0,0.0,0.0
286078,DC Infrastructure Academy,138,Career Counseling,6/8/2018,6/8/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,10/9/2019,0.0,6/20/2019,Lane Construction Corp,Alexandria,VA,Laborer,40,30,0,0,9,0,236115,0,0,0,2018,0,0.0,0.0
286078,DC Infrastructure Academy,237,Submission of Local Training Package,6/14/2018,8/6/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,10/9/2019,0.0,6/20/2019,Lane Construction Corp,Alexandria,VA,Laborer,40,30,0,0,9,0,236115,0,0,0,2018,0,0.0,0.0
286078,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),8/6/2018,3/26/2019,Successful Completion,Department of Public Works,Quick Path to Transportation (CDL),0,0,0,0,Successful Completion Employed,10/9/2019,0.0,6/20/2019,Lane Construction Corp,Alexandria,VA,Laborer,40,30,0,0,9,0,236115,0,0,0,2018,0,0.0,0.0
286078,DC Infrastructure Academy,608,1K Opportunities,8/6/2018,3/26/2019,Successful Completion,0,0,0,0,0,0,Successful Completion Employed,10/9/2019,0.0,6/20/2019,Lane Construction Corp,Alexandria,VA,Laborer,40,30,0,0,9,0,236115,0,0,0,2018,0,0.0,0.0
17784,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/18/2018,9/26/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,0,0,0,0,Successful Completion Employed,9/3/2019,0.0,9/3/2019,First Transit,Capitol Heights,MD,Driver,40,16.65,0,0,9,0,485113,0,0,0,2018,0,0.0,0.0
17784,DC Infrastructure Academy,101,Orientation,6/11/2018,6/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,9/3/2019,0.0,9/3/2019,First Transit,Capitol Heights,MD,Driver,40,16.65,0,0,9,0,485113,0,0,0,2018,0,0.0,0.0
17784,DC Infrastructure Academy,125,Staff-Assisted Job Search,6/11/2018,6/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,9/3/2019,0.0,9/3/2019,First Transit,Capitol Heights,MD,Driver,40,16.65,0,0,9,0,485113,0,0,0,2018,0,0.0,0.0
474698,DC Infrastructure Academy,101,Orientation,6/12/2018,6/12/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,9/12/2018,0,0,Successful Completion Employed,8/26/2019,0.0,8/26/2019,Pepco,Rockville,MD,Over Head Linemen,40,20.53,1,1,9,0,221122,0,0,0,2018,0,0.0,0.0
474698,DC Infrastructure Academy,102,Initial Assessment,6/12/2018,6/12/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,9/12/2018,0,0,Successful Completion Employed,8/26/2019,0.0,8/26/2019,Pepco,Rockville,MD,Over Head Linemen,40,20.53,1,1,9,0,221122,0,0,0,2018,0,0.0,0.0
474698,DC Infrastructure Academy,138,Career Counseling,6/12/2018,6/12/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,9/12/2018,0,0,Successful Completion Employed,8/26/2019,0.0,8/26/2019,Pepco,Rockville,MD,Over Head Linemen,40,20.53,1,1,9,0,221122,0,0,0,2018,0,0.0,0.0
474698,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/18/2018,3/26/2019,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,5,9/12/2018,0,0,Successful Completion Employed,8/26/2019,0.0,8/26/2019,Pepco,Rockville,MD,Over Head Linemen,40,20.53,1,1,9,0,221122,0,0,0,2018,0,0.0,0.0
474698,DC Infrastructure Academy,608,1K Opportunities,6/25/2018,3/26/2019,Successful Completion,0,0,5,9/12/2018,0,0,Successful Completion Employed,8/26/2019,0.0,8/26/2019,Pepco,Rockville,MD,Over Head Linemen,40,20.53,1,1,9,0,221122,0,0,0,2018,0,0.0,0.0
3916,DC Infrastructure Academy,101,Orientation,6/11/2018,6/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,1/23/2020,0.0,8/28/2019,Anchor Construction,Washington,DC,Lineman,40,17,1,1,9,0,236115,0,0,0,2018,0,0.0,0.0
3916,DC Infrastructure Academy,102,Initial Assessment,6/11/2018,6/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,1/23/2020,0.0,8/28/2019,Anchor Construction,Washington,DC,Lineman,40,17,1,1,9,0,236115,0,0,0,2018,0,0.0,0.0
3916,DC Infrastructure Academy,115,Resume Preparation Assistance,6/27/2018,6/27/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,1/23/2020,0.0,8/28/2019,Anchor Construction,Washington,DC,Lineman,40,17,1,1,9,0,236115,0,0,0,2018,0,0.0,0.0
3916,DC Infrastructure Academy,138,Career Counseling,6/11/2018,6/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,1/23/2020,0.0,8/28/2019,Anchor Construction,Washington,DC,Lineman,40,17,1,1,9,0,236115,0,0,0,2018,0,0.0,0.0
3916,DC Infrastructure Academy,237,Submission of Local Training Package,6/14/2018,7/23/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,1/23/2020,0.0,8/28/2019,Anchor Construction,Washington,DC,Lineman,40,17,1,1,9,0,236115,0,0,0,2018,0,0.0,0.0
3916,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/23/2018,3/26/2019,Successful Completion,Department of Public Works,Quick Path to Transportation (CDL),0,0,0,0,Successful Completion Employed,1/23/2020,0.0,8/28/2019,Anchor Construction,Washington,DC,Lineman,40,17,1,1,9,0,236115,0,0,0,2018,0,0.0,0.0
3916,DC Infrastructure Academy,608,1K Opportunities,7/23/2018,10/31/2018,Successful Completion,0,0,0,0,0,0,Successful Completion Employed,1/23/2020,0.0,8/28/2019,Anchor Construction,Washington,DC,Lineman,40,17,1,1,9,0,236115,0,0,0,2018,0,0.0,0.0
477307,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/20/2018,3/26/2019,Successful Completion,Excel Automotive Institute,Automotive Foundations,0,0,0,0,Successful Completion Employed,7/15/2019,0.0,7/15/2019,Darcars Chrysler Jeep Dodge,Suitland,MD,Auto Tech,40,13,1,1,9,0,441110,0,0,0,2018,0,0.0,0.0
477307,DC Infrastructure Academy,608,1K Opportunities,7/20/2018,3/26/2019,Successful Completion,0,0,0,0,0,0,Successful Completion Employed,7/15/2019,0.0,7/15/2019,Darcars Chrysler Jeep Dodge,Suitland,MD,Auto Tech,40,13,1,1,9,0,441110,0,0,0,2018,0,0.0,0.0
477307,DC Infrastructure Academy,101,Orientation,6/14/2018,6/14/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,7/15/2019,0.0,7/15/2019,Darcars Chrysler Jeep Dodge,Suitland,MD,Auto Tech,40,13,1,1,9,0,441110,0,0,0,2018,0,0.0,0.0
477307,DC Infrastructure Academy,102,Initial Assessment,6/14/2018,6/14/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,7/15/2019,0.0,7/15/2019,Darcars Chrysler Jeep Dodge,Suitland,MD,Auto Tech,40,13,1,1,9,0,441110,0,0,0,2018,0,0.0,0.0
477307,DC Infrastructure Academy,138,Career Counseling,6/14/2018,6/14/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,0,0,0,0,Successful Completion Employed,7/15/2019,0.0,7/15/2019,Darcars Chrysler Jeep Dodge,Suitland,MD,Auto Tech,40,13,1,1,9,0,441110,0,0,0,2018,0,0.0,0.0
