State Id,Program Title,"Service
Code","Service
Title","Actual
Start
Date","Actual
End
Date","Completion
Status","Service
Provider
Name","Course
Name","Credential
Type 1","Credential
Date 1","Credential
Type 2","Credential
Date 2","Exit
Reason","Exit
Date",Q0 -Wages at Exit,"Employment
Start
Date",EmpName,EmpCity,EmpStateCD,JobTitle,HoursPerWeek,"Placement
Hour
Wage","Medical
Benefits","Other
Benefits","Train
Related
Emp","Non
Traditional
Emp","NAICS
Code",QTR1A Exit,QTR2A Exit,QTR3A Exit
398618,DC Infrastructure Academy,102,Initial Assessment,5/10/2018,5/10/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,9/9/2019,,9/9/2019,"Pepco Holdings, Inc.",Washington,DC,lineman,40,20,1,1,9,0,221122,,,
398618,DC Infrastructure Academy,138,Career Counseling,5/10/2018,5/10/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,9/9/2019,,9/9/2019,"Pepco Holdings, Inc.",Washington,DC,lineman,40,20,1,1,9,0,221122,,,
398618,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/18/2018,11/1/2018,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,,,,,Successful Completion Employed,9/9/2019,,9/9/2019,"Pepco Holdings, Inc.",Washington,DC,lineman,40,20,1,1,9,0,221122,,,
358758,DC Infrastructure Academy,101,Orientation,5/10/2018,5/10/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,11/21/2019,,                              ,,,,,,,,,,,,,,
358758,DC Infrastructure Academy,138,Career Counseling,5/10/2018,5/10/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,11/21/2019,,                              ,,,,,,,,,,,,,,
474097,DC Infrastructure Academy,101,Orientation,5/10/2018,5/10/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,10/9/2019,,4/1/2019,Bates Trucking & Trash Removal,Bladensburg,MD,Driver,40,25,0,0,9,0,484230,,,
474097,DC Infrastructure Academy,102,Initial Assessment,5/10/2018,5/10/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,10/9/2019,,4/1/2019,Bates Trucking & Trash Removal,Bladensburg,MD,Driver,40,25,0,0,9,0,484230,,,
474097,DC Infrastructure Academy,138,Career Counseling,5/10/2018,5/10/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,10/9/2019,,4/1/2019,Bates Trucking & Trash Removal,Bladensburg,MD,Driver,40,25,0,0,9,0,484230,,,
474097,DC Infrastructure Academy,237,Submission of Local Training Package,5/15/2018,7/12/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,10/9/2019,,4/1/2019,Bates Trucking & Trash Removal,Bladensburg,MD,Driver,40,25,0,0,9,0,484230,,,
474097,DC Infrastructure Academy,237,Submission of Local Training Package,7/9/2018,9/28/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,10/9/2019,,4/1/2019,Bates Trucking & Trash Removal,Bladensburg,MD,Driver,40,25,0,0,9,0,484230,,,
474097,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/12/2018,9/28/2018,Successful Completion,Department of Public Works,Quick Path to Transportation (CDL),,,,,Successful Completion Employed,10/9/2019,,4/1/2019,Bates Trucking & Trash Removal,Bladensburg,MD,Driver,40,25,0,0,9,0,484230,,,
474097,DC Infrastructure Academy,608,1K Opportunities,7/9/2018,9/28/2018,Successful Completion,,,,,,,Successful Completion Employed,10/9/2019,,4/1/2019,Bates Trucking & Trash Removal,Bladensburg,MD,Driver,40,25,0,0,9,0,484230,,,
474097,DC Infrastructure Academy,893,Unsubsidized Employment,9/28/2018,9/28/2018,Successful Completion,,,,,,,Successful Completion Employed,10/9/2019,,4/1/2019,Bates Trucking & Trash Removal,Bladensburg,MD,Driver,40,25,0,0,9,0,484230,,,
115430,DC Infrastructure Academy,101,Orientation,5/11/2018,5/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
115430,DC Infrastructure Academy,102,Initial Assessment,5/11/2018,5/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
115430,DC Infrastructure Academy,138,Career Counseling,5/11/2018,5/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
115430,DC Infrastructure Academy,237,Submission of Local Training Package,5/14/2018,6/11/2018,Unsuccessful Completion - Failed Drug Test,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
191772,DC Infrastructure Academy,101,Orientation,5/14/2018,5/14/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,1/7/2019,,1/7/2019,Washington Metropolitan Area Transit Authority (WMATA),Washington,DC,STUDENT M/BUS OPER,40,12.27,1,1,9,0,485111,,,
191772,DC Infrastructure Academy,102,Initial Assessment,5/14/2018,5/14/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,1/7/2019,,1/7/2019,Washington Metropolitan Area Transit Authority (WMATA),Washington,DC,STUDENT M/BUS OPER,40,12.27,1,1,9,0,485111,,,
191772,DC Infrastructure Academy,138,Career Counseling,5/14/2018,5/14/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,1/7/2019,,1/7/2019,Washington Metropolitan Area Transit Authority (WMATA),Washington,DC,STUDENT M/BUS OPER,40,12.27,1,1,9,0,485111,,,
191772,DC Infrastructure Academy,237,Submission of Local Training Package,5/14/2018,6/14/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,1/7/2019,,1/7/2019,Washington Metropolitan Area Transit Authority (WMATA),Washington,DC,STUDENT M/BUS OPER,40,12.27,1,1,9,0,485111,,,
191772,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/11/2018,3/26/2019,Successful Completion,Department of Public Works,Quick Path to Transportation (CDL),,,,,Successful Completion Employed,1/7/2019,,1/7/2019,Washington Metropolitan Area Transit Authority (WMATA),Washington,DC,STUDENT M/BUS OPER,40,12.27,1,1,9,0,485111,,,
396387,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/16/2018,7/17/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Successful Completion Employed,10/9/2019,,9/2/2019,WMATA,Hyattsville,MD,Bus Operator,40,25,0,0,9,0,485119,,,
396387,DC Infrastructure Academy,608,1K Opportunities,7/16/2018,7/17/2018,Successful Completion,,,,,,,Successful Completion Employed,10/9/2019,,9/2/2019,WMATA,Hyattsville,MD,Bus Operator,40,25,0,0,9,0,485119,,,
396387,DC Infrastructure Academy,101,Orientation,5/15/2018,5/15/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,10/9/2019,,9/2/2019,WMATA,Hyattsville,MD,Bus Operator,40,25,0,0,9,0,485119,,,
396387,DC Infrastructure Academy,102,Initial Assessment,5/15/2018,5/15/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,10/9/2019,,9/2/2019,WMATA,Hyattsville,MD,Bus Operator,40,25,0,0,9,0,485119,,,
396387,DC Infrastructure Academy,138,Career Counseling,5/15/2018,5/15/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,10/9/2019,,9/2/2019,WMATA,Hyattsville,MD,Bus Operator,40,25,0,0,9,0,485119,,,
396387,DC Infrastructure Academy,237,Submission of Local Training Package,5/16/2018,6/14/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,10/9/2019,,9/2/2019,WMATA,Hyattsville,MD,Bus Operator,40,25,0,0,9,0,485119,,,
396387,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/11/2018,8/31/2018,Successful Completion,Department of Public Works,Quick Path to Transportation (CDL),,,,,Successful Completion Employed,10/9/2019,,9/2/2019,WMATA,Hyattsville,MD,Bus Operator,40,25,0,0,9,0,485119,,,
96318,DC Infrastructure Academy,101,Orientation,5/15/2018,5/15/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
96318,DC Infrastructure Academy,102,Initial Assessment,5/15/2018,5/15/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
96318,DC Infrastructure Academy,138,Career Counseling,5/15/2018,5/15/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
96318,DC Infrastructure Academy,237,Submission of Local Training Package,5/16/2018,6/14/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
96318,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/11/2018,3/26/2019,Successful Completion,Department of Public Works,Quick Path to Transportation (CDL),,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
476032,DC Infrastructure Academy,101,Orientation,5/15/2018,5/15/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,9/16/2019,,                              ,,,,,,,,,,,,,,
476032,DC Infrastructure Academy,102,Initial Assessment,5/15/2018,5/15/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,9/16/2019,,                              ,,,,,,,,,,,,,,
476032,DC Infrastructure Academy,138,Career Counseling,5/15/2018,5/15/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,9/16/2019,,                              ,,,,,,,,,,,,,,
55790,DC Infrastructure Academy,101,Orientation,5/15/2018,5/15/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
55790,DC Infrastructure Academy,102,Initial Assessment,5/15/2018,5/15/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
55790,DC Infrastructure Academy,138,Career Counseling,5/15/2018,5/15/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
55790,DC Infrastructure Academy,237,Submission of Local Training Package,5/16/2018,3/26/2019,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
55790,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/25/2018,3/26/2019,Successful Completion,Department of Public Works,Quick Path to Transportation (CDL),,,,,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
55790,DC Infrastructure Academy,608,1K Opportunities,6/25/2018,3/26/2019,Successful Completion,,,,,,,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
291742,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/24/2018,7/25/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
291742,DC Infrastructure Academy,608,1K Opportunities,7/24/2018,7/25/2018,Successful Completion,,,,,,,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
291742,DC Infrastructure Academy,101,Orientation,5/16/2018,5/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
291742,DC Infrastructure Academy,102,Initial Assessment,5/16/2018,5/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
291742,DC Infrastructure Academy,138,Career Counseling,5/16/2018,5/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
291742,DC Infrastructure Academy,237,Submission of Local Training Package,5/16/2018,6/14/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
291742,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/11/2018,8/31/2018,Successful Completion,Department of Public Works,Quick Path to Transportation (CDL),,,,,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
343219,DC Infrastructure Academy,101,Orientation,5/16/2018,5/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
343219,DC Infrastructure Academy,138,Career Counseling,5/16/2018,5/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
343219,DC Infrastructure Academy,138,Career Counseling,7/16/2018,7/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
343219,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/26/2018,7/27/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
343219,DC Infrastructure Academy,608,1K Opportunities,7/26/2018,7/27/2018,Successful Completion,,,,,,,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
34731,DC Infrastructure Academy,138,Career Counseling,6/6/2018,6/6/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,8/6/2018,,8/6/2018,Allied Universal,Washington,DC,Armed Security Professional,40,22.92,0,0,9,0,928110,,,
34731,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/16/2018,7/17/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Successful Completion Employed,8/6/2018,,8/6/2018,Allied Universal,Washington,DC,Armed Security Professional,40,22.92,0,0,9,0,928110,,,
34731,DC Infrastructure Academy,608,1K Opportunities,7/16/2018,7/17/2018,Successful Completion,,,,,,,Successful Completion Employed,8/6/2018,,8/6/2018,Allied Universal,Washington,DC,Armed Security Professional,40,22.92,0,0,9,0,928110,,,
34731,DC Infrastructure Academy,101,Orientation,5/16/2018,5/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,8/6/2018,,8/6/2018,Allied Universal,Washington,DC,Armed Security Professional,40,22.92,0,0,9,0,928110,,,
34731,DC Infrastructure Academy,102,Initial Assessment,5/16/2018,5/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,8/6/2018,,8/6/2018,Allied Universal,Washington,DC,Armed Security Professional,40,22.92,0,0,9,0,928110,,,
34731,DC Infrastructure Academy,138,Career Counseling,5/16/2018,5/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,8/6/2018,,8/6/2018,Allied Universal,Washington,DC,Armed Security Professional,40,22.92,0,0,9,0,928110,,,
34731,DC Infrastructure Academy,237,Submission of Local Training Package,5/16/2018,6/14/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,8/6/2018,,8/6/2018,Allied Universal,Washington,DC,Armed Security Professional,40,22.92,0,0,9,0,928110,,,
34731,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/11/2018,3/26/2019,Successful Completion,Department of Public Works,Quick Path to Transportation (CDL),,,,,Successful Completion Employed,8/6/2018,,8/6/2018,Allied Universal,Washington,DC,Armed Security Professional,40,22.92,0,0,9,0,928110,,,
34731,DC Infrastructure Academy,893,Unsubsidized Employment,8/6/2018,8/6/2018,Successful Completion,,,,,,,Successful Completion Employed,8/6/2018,,8/6/2018,Allied Universal,Washington,DC,Armed Security Professional,40,22.92,0,0,9,0,928110,,,
130088,DC Infrastructure Academy,101,Orientation,5/16/2018,5/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,11/25/2019,,                              ,,,,,,,,,,,,,,
130088,DC Infrastructure Academy,138,Career Counseling,5/16/2018,5/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,11/25/2019,,                              ,,,,,,,,,,,,,,
172389,DC Infrastructure Academy,101,Orientation,5/16/2018,5/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
172389,DC Infrastructure Academy,102,Initial Assessment,5/16/2018,5/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
172389,DC Infrastructure Academy,138,Career Counseling,5/16/2018,5/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
148656,DC Infrastructure Academy,101,Orientation,5/16/2018,5/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion,4/29/2020,,                              ,,,,,,,,,,,,,,
148656,DC Infrastructure Academy,102,Initial Assessment,6/19/2018,6/19/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion,4/29/2020,,                              ,,,,,,,,,,,,,,
148656,DC Infrastructure Academy,138,Career Counseling,6/19/2018,6/19/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion,4/29/2020,,                              ,,,,,,,,,,,,,,
148656,DC Infrastructure Academy,237,Submission of Local Training Package,6/21/2018,6/21/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion,4/29/2020,,                              ,,,,,,,,,,,,,,
423621,DC Infrastructure Academy,237,Submission of Local Training Package,6/15/2018,10/9/2019,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,10/9/2019,,7/8/2019,DC Circulator,Washington,DC,Utility Worker,40,18,0,0,9,0,488210,,,
358789,DC Infrastructure Academy,101,Orientation,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
358789,DC Infrastructure Academy,102,Initial Assessment,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
358789,DC Infrastructure Academy,138,Career Counseling,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
358789,DC Infrastructure Academy,237,Submission of Local Training Package,5/17/2018,6/14/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
358789,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/11/2018,6/15/2018,Successful Completion,Department of Public Works,Quick Path to Transportation (CDL),,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
137167,DC Infrastructure Academy,101,Orientation,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,,,                              ,,,,,,,,,,,,,,
137167,DC Infrastructure Academy,102,Initial Assessment,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,,,                              ,,,,,,,,,,,,,,
137167,DC Infrastructure Academy,138,Career Counseling,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,,,                              ,,,,,,,,,,,,,,
137167,DC Infrastructure Academy,237,Submission of Local Training Package,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,,,                              ,,,,,,,,,,,,,,
97692,DC Infrastructure Academy,101,Orientation,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,10/2/2019,,                              ,,,,,,,,,,,,,,
97692,DC Infrastructure Academy,102,Initial Assessment,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,10/2/2019,,                              ,,,,,,,,,,,,,,
97692,DC Infrastructure Academy,138,Career Counseling,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,10/2/2019,,                              ,,,,,,,,,,,,,,
475935,DC Infrastructure Academy,101,Orientation,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
475935,DC Infrastructure Academy,102,Initial Assessment,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
475935,DC Infrastructure Academy,138,Career Counseling,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
475935,DC Infrastructure Academy,237,Submission of Local Training Package,5/17/2018,6/1/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
475935,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/4/2018,3/26/2019,Successful Completion,Department of Public Works,Quick Path to Transportation (CDL),,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
452481,DC Infrastructure Academy,893,Unsubsidized Employment,6/14/2018,6/14/2018,Successful Completion,,,,,,,Successful Completion Employed,1/14/2020,,6/14/2018,TPM Group LLC,Washington,DC,mover/installer,40,15,1,1,9,0,236220,,,
452481,DC Infrastructure Academy,101,Orientation,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,1/14/2020,,6/14/2018,TPM Group LLC,Washington,DC,mover/installer,40,15,1,1,9,0,236220,,,
452481,DC Infrastructure Academy,102,Initial Assessment,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,1/14/2020,,6/14/2018,TPM Group LLC,Washington,DC,mover/installer,40,15,1,1,9,0,236220,,,
452481,DC Infrastructure Academy,138,Career Counseling,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,1/14/2020,,6/14/2018,TPM Group LLC,Washington,DC,mover/installer,40,15,1,1,9,0,236220,,,
476173,DC Infrastructure Academy,101,Orientation,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,9/17/2019,,                              ,,,,,,,,,,,,,,
476173,DC Infrastructure Academy,102,Initial Assessment,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,9/17/2019,,                              ,,,,,,,,,,,,,,
476173,DC Infrastructure Academy,138,Career Counseling,5/17/2018,5/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,9/17/2019,,                              ,,,,,,,,,,,,,,
136825,DC Infrastructure Academy,101,Orientation,5/18/2018,5/18/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,2/10/2020,,2/10/2020,FedEx,Washington,DC,Same Day Courier,40,17.66,1,1,9,0,492110,,,
136825,DC Infrastructure Academy,102,Initial Assessment,5/18/2018,5/18/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,2/10/2020,,2/10/2020,FedEx,Washington,DC,Same Day Courier,40,17.66,1,1,9,0,492110,,,
136825,DC Infrastructure Academy,138,Career Counseling,5/18/2018,5/18/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,2/10/2020,,2/10/2020,FedEx,Washington,DC,Same Day Courier,40,17.66,1,1,9,0,492110,,,
136825,DC Infrastructure Academy,237,Submission of Local Training Package,5/18/2018,3/26/2019,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,2/10/2020,,2/10/2020,FedEx,Washington,DC,Same Day Courier,40,17.66,1,1,9,0,492110,,,
136825,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/25/2018,3/26/2019,Successful Completion,Department of Public Works,Quick Path to Transportation (CDL),,,,,Successful Completion Employed,2/10/2020,,2/10/2020,FedEx,Washington,DC,Same Day Courier,40,17.66,1,1,9,0,492110,,,
136825,DC Infrastructure Academy,608,1K Opportunities,6/25/2018,3/26/2019,Successful Completion,,,,,,,Successful Completion Employed,2/10/2020,,2/10/2020,FedEx,Washington,DC,Same Day Courier,40,17.66,1,1,9,0,492110,,,
209798,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/23/2018,3/26/2019,Unsuccessful Completion - Failed to Report,Excel Automotive Institute,Automotive Foundations,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
209798,DC Infrastructure Academy,608,1K Opportunities,7/23/2018,9/25/2018,Unsuccessful Completion - Dropped Out,,,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
209798,DC Infrastructure Academy,101,Orientation,5/21/2018,5/21/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
209798,DC Infrastructure Academy,102,Initial Assessment,5/21/2018,5/21/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
209798,DC Infrastructure Academy,138,Career Counseling,5/21/2018,5/21/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
429249,DC Infrastructure Academy,101,Orientation,5/21/2018,5/21/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
429249,DC Infrastructure Academy,102,Initial Assessment,5/21/2018,5/21/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
429249,DC Infrastructure Academy,138,Career Counseling,5/21/2018,5/21/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
429249,DC Infrastructure Academy,202,Career Guidance / Planning,6/11/2018,6/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
